Model,Class,Q,e,i,H6,H8,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,H25.5
All,SS,0.4,0.4,15,,,,,,,,,,,,,,,5.09901951359278,15.2970585407784,22.9455878111675,14.5716619962629
All,SS,0.4,0.4,20,,,,,,,,,,,,2.54950975679639,2.54950975679639,2.54950975679639,5.09901951359278,7.64852927038918,15.2970585407784,16.6533279957291
All,SS,0.4,0.4,25,,,,,,,,,,,,,,2.54950975679639,5.09901951359278,5.09901951359278,10.1980390271856,29.1433239925259
All,SS,0.4,0.4,30,,,,,,,,,,,,,,,5.09901951359278,12.747548783982,22.9455878111675,16.6533279957291
All,SS,0.4,0.4,40,,,,,,,,,,,,1.80277563773199,1.80277563773199,3.60555127546399,7.21110255092798,9.01387818865997,19.8305320150519,39.7429238984753
All,SS,0.4,0.4,60,,,,,,,,,,,,2.54950975679639,,,1.2747548783982,5.09901951359278,25.4950975679639,31.224989991992
All,SS,0.4,0.4,90,,,,,,,,,,,,,,2.08166599946613,3.1224989991992,9.36749699759759,11.4491629970637,16.9967317119759
All,SS,0.4,0.4,180,,,,,,,,,,,,,,,,,,
All,SS,0.4,0.5,2,,,,,,,,,,,,,,,3.70809924354783,3.70809924354783,3.70809924354783,9.08295106229247
All,SS,0.4,0.5,5,,,,,,,,,,,,,,6.05530070819498,,24.2212028327799,18.1659021245849,32.1368601107479
All,SS,0.4,0.5,10,,,,,,,,,,,,2.34520787991171,,,4.69041575982343,14.0712472794703,30.4877024388523,82.3387312670451
All,SS,0.4,0.5,15,,,,,,,,,,,,,4.69041575982343,4.69041575982343,11.7260393995586,16.416455159382,44.5589497183226,49.7862096033296
All,SS,0.4,0.5,20,,,,,,,,,,2.34520787991171,2.34520787991171,4.69041575982343,,7.03562363973514,7.03562363973514,23.4520787991171,37.5233260785874,111.061544499735
All,SS,0.4,0.5,25,,,,,,,,,,,,,2.34520787991171,4.69041575982343,25.7972866790289,42.2137418384109,86.7726915567334,118.720961361786
All,SS,0.4,0.5,30,,,,,,,,,,,2.34520787991171,2.34520787991171,,4.69041575982343,16.416455159382,25.7972866790289,63.3206127576163,151.273483025501
All,SS,0.4,0.5,40,,,,,,,,,1.6583123951777,,,1.6583123951777,6.6332495807108,3.3166247903554,8.2915619758885,33.166247903554,74.6240577829965,121.860576069539
All,SS,0.4,0.5,60,,,,,,,,,,,1.17260393995586,,2.34520787991171,15.2438512194261,18.7616630392937,44.5589497183226,99.6713348962479,143.614066163451
All,SS,0.4,0.5,90,,,,,,,,0.957427107756338,,,,0.957427107756338,1.91485421551268,1.91485421551268,4.78713553878169,8.61684396980704,24.8931048016648,45.3406856782932
All,SS,0.4,0.5,180,,,,,,,,,,,,,,,,,,
All,SS,0.4,0.7,2,,,,,,,,,,,,,2.23606797749979,2.23606797749979,,2.23606797749979,8.94427190999916,23.7346441585572
All,SS,0.4,0.7,5,,,,,,,,,,,,1.82574185835055,3.65148371670111,3.65148371670111,12.7801930084539,10.9544511501033,21.9089023002066,35.7770876399966
All,SS,0.4,0.7,10,,,,,,,,,,,,1.4142135623731,4.24264068711929,5.65685424949238,8.48528137423857,22.6274169979695,63.6396103067893,95.8401446854779
All,SS,0.4,0.7,15,,,,,,,,,1.4142135623731,,2.82842712474619,,2.82842712474619,5.65685424949238,21.2132034355964,39.5979797464467,93.3380951166243,151.265770527682
All,SS,0.4,0.7,20,,,,,,,,,1.4142135623731,1.4142135623731,2.82842712474619,2.82842712474619,8.48528137423857,9.89949493661167,15.556349186104,38.1837661840736,125.865007051205,195.144390986094
All,SS,0.4,0.7,25,,,,,,,,,1.4142135623731,1.4142135623731,1.4142135623731,2.82842712474619,11.3137084989848,9.89949493661167,24.0416305603426,83.4386001800126,168.291413922398,318.697348592673
All,SS,0.4,0.7,30,,,,,,,,,1.4142135623731,,2.82842712474619,7.07106781186548,8.48528137423857,21.2132034355964,38.1837661840736,73.539105243401,222.031529292576,361.421268512706
All,SS,0.4,0.7,40,,,,,,1,,,,1,3,8,13,30,72,134,291,579.712572458686
All,SS,0.4,0.7,60,,,,,,,,,0.707106781186548,0.707106781186548,3.53553390593274,6.36396103067893,18.3847763108502,31.8198051533946,71.4177848998413,164.755880016466,380.423448278363,655.869905799415
All,SS,0.4,0.7,90,,,,,,,0.577350269189626,,,,1.15470053837925,1.15470053837925,3.46410161513776,7.50555349946514,16.1658075373095,37.5277674973257,78.5196366097891,156.977705423414
All,SS,0.4,0.7,180,,,,,,,,,,,,,,,,,,
All,SS,0.4,0.9,2,,,,,,,,,,,1.58113883008419,1.58113883008419,3.16227766016838,6.32455532033676,11.0679718105893,31.6227766016838,44.2718872423573,113.607511488751
All,SS,0.4,0.9,5,,,,,,,,,,,3.87298334620742,5.16397779494322,7.74596669241483,33.5658556671309,45.1848057057532,131.681433771052,282.727784273141,491.207129879488
All,SS,0.4,0.9,10,,,,,,,1,,,1,6,9,13,42,104,245,548,960.199979171006
All,SS,0.4,0.9,15,,,,,,,2,,1,1,5,15,29,53,127,272,593,1129.21477142304
All,SS,0.4,0.9,20,,,,,1,,,1,,1,6,13,29,61,131,327,713,1311.29350896993
All,SS,0.4,0.9,25,,,,,,,,1,2,2,5,15,40,59,166,307,688,1300.67905341787
All,SS,0.4,0.9,30,,,,,,,,1,,4,7,9,25,76,144,346,791,1359.46680724466
All,SS,0.4,0.9,40,,,,,,0.707106781186547,,,2.82842712474619,3.53553390593274,12.0208152801713,25.4558441227157,53.0330085889911,99.7020561473032,269.407683632075,579.827560572969,1289.76276888426,2338.84594048717
All,SS,0.4,0.9,60,,,,,,,1,,2,3,8,14,32.5,74,160,383,811.5,1519.5001371065
All,SS,0.4,0.9,90,,,,,,,,0.816496580927726,0.816496580927726,0.408248290463863,1.63299316185545,3.67423461417477,6.94022093788567,17.96292478041,35.9258495608199,78.3836717690617,196.367427713118,369
All,SS,0.4,0.9,180,,,,,,,,,,,,,,,,,,
All,SS,0.4,1.1,2,,,,,,,,,,,,,,,0.790569415042095,3.16227766016838,11.0679718105893,9.03696114115064
All,SS,0.4,1.1,5,,,,,,,,,,,,,1.29099444873581,1.93649167310371,5.80947501931112,19.3649167310371,28.4018778721877,54.2857664995572
All,SS,0.4,1.1,10,,,,,,,,,,,1,2.5,2.5,5.5,15.5,38,72,135.130184143539
All,SS,0.4,1.1,15,,,,,,,,,,,1,2,5.5,8,17,38,81,154.31785379534
All,SS,0.4,1.1,20,,,,,,,,,,0.5,,2,4.5,9,19.5,47,109,190.24370335616
All,SS,0.4,1.1,25,,,,,,,,,,1,1,1.5,5,11.5,24,56,115.5,220.454076850486
All,SS,0.4,1.1,30,,,,,,,,,,1.5,1,2.5,3.5,11,24,58,118,231.068532402546
All,SS,0.4,1.1,40,,,,,,,,0.353553390593274,,0.353553390593274,1.06066017177982,3.53553390593274,5.3033008588991,14.8492424049175,32.8804653251744,76.3675323681471,161.927452891719,288.097784325623
All,SS,0.4,1.1,60,,,,,,,,0.75,0.25,0.25,1.75,4.75,10.5,19.75,48.5,107.25,228,434.784429344014
All,SS,0.4,1.1,90,,,,,,,,,0.408248290463863,,0.612372435695794,0.612372435695794,1.63299316185545,3.06186217847897,7.1443450831176,13.6763177305394,34.2928563989645,54
All,SS,0.4,1.1,180,,,,,,,,0.117851130197758,,,,,,,,,,
All,SS,0.7,0.1,2,,,,,,,,,,,,,,,5.62731433871138,,5.62731433871138,
All,SS,0.7,0.1,5,,,,,,,,,,,,,,,4.59468291736341,4.59468291736341,,18.7577144623713
All,SS,0.7,0.1,10,,,,,,,,,,,,,,,7.11805216802088,7.11805216802088,10.6770782520313,29.0593262902712
All,SS,0.7,0.1,15,,,,,,,,,,,,,3.55902608401044,,,,7.11805216802088,17.4355957741627
All,SS,0.7,0.1,20,,,,,,,,,,,,3.55902608401044,,,,3.55902608401044,10.6770782520313,29.0593262902712
All,SS,0.7,0.1,25,,,,,,,,,,,,,,,,,14.2361043360418,26.153393661244
All,SS,0.7,0.1,30,,,,,,,,,,,,3.55902608401044,,,3.55902608401044,,10.6770782520313,20.3415284031898
All,SS,0.7,0.1,40,,,,,,,,,,,,,,2.51661147842358,2.51661147842358,12.5830573921179,10.0664459136943,36.9864840178139
All,SS,0.7,0.1,60,,,,,,,,,,,,,,1.77951304200522,5.33853912601566,3.55902608401044,12.4565912940365,17.4355957741627
All,SS,0.7,0.1,90,,,,,,,,,,,,,,2.90593262902712,,2.90593262902712,5.81186525805423,8.30439419602435
All,SS,0.7,0.1,180,,,,,,,,,,,,,,,,,,
All,SS,0.7,0.2,2,,,,,,,,,,,,,,10.6458129484475,,,10.6458129484475,17.3845397472071
All,SS,0.7,0.2,5,,,,,,,,,,,,,4.34613493680177,,4.34613493680177,21.7306746840088,26.0768096208106,42.5832517937902
All,SS,0.7,0.2,10,,,,,,,,,,,,,,3.36650164612069,10.0995049383621,37.0315181073276,47.1310230456897,90.7083237635886
All,SS,0.7,0.2,15,,,,,,,,,,,,,,,6.73300329224139,20.1990098767242,70.6965345685346,123.69316876853
All,SS,0.7,0.2,20,,,,,,,,,,3.36650164612069,3.36650164612069,,3.36650164612069,6.73300329224139,10.0995049383621,26.9320131689655,40.3980197534483,93.4570608473337
All,SS,0.7,0.2,25,,,,,,,,,,,3.36650164612069,6.73300329224139,3.36650164612069,10.0995049383621,20.1990098767242,16.8325082306035,37.0315181073276,126.441905852275
All,SS,0.7,0.2,30,,,,,,,,,,,3.36650164612069,,,10.0995049383621,16.8325082306035,40.3980197534483,57.2305279840518,109.949483349804
All,SS,0.7,0.2,40,,,,,,,,,,,,,2.38047614284762,7.14142842854285,4.76095228569523,42.8485705712571,88.0776172853618,169.097604950514
All,SS,0.7,0.2,60,,,,,,,,,,,,,1.68325082306035,3.36650164612069,11.7827557614224,21.8822606997845,58.9137788071121,87.9595866798434
All,SS,0.7,0.2,90,,,,,,,,,,,,,1.37436854187255,4.12310562561766,8.24621125123532,13.7436854187255,20.6155281280883,34.7871836765805
All,SS,0.7,0.2,180,,,,,,,,,,,,,,,,,,
All,SS,0.7,0.3,2,,,,,,,,,,,,5,5,,,10,25,277.608837515427
All,SS,0.7,0.3,5,,,,,,,,,,,,,4.08248290463863,4.08248290463863,8.16496580927726,12.2474487139159,102.062072615966,356.666666666667
All,SS,0.7,0.3,10,,,,,,,,,,,3.16227766016838,6.32455532033676,9.48683298050514,15.8113883008419,41.1096095821889,34.7850542618522,126.491106406735,296.928723209235
All,SS,0.7,0.3,15,,,,,,,,,,,,3.16227766016838,18.9736659610103,15.8113883008419,37.9473319220206,66.407830863536,132.815661727072,260.780878644633
All,SS,0.7,0.3,20,,,,,,,,,,,3.16227766016838,,6.32455532033676,12.6491106406735,22.1359436211787,50.5964425626941,139.140217047409,242.706956362332
All,SS,0.7,0.3,25,,,,,,,,,,3.16227766016838,3.16227766016838,,6.32455532033676,9.48683298050514,37.9473319220206,66.407830863536,170.762993649093,309.838667696593
All,SS,0.7,0.3,30,,,,,,,,,,,6.32455532033676,6.32455532033676,22.1359436211787,12.6491106406735,34.7850542618522,110.679718105893,202.385770250776,348.568501158668
All,SS,0.7,0.3,40,,,,,,,,,,2.23606797749979,,4.47213595499958,4.47213595499958,22.3606797749979,29.0688837074973,80.4984471899924,181.121506177483,337.762243794853
All,SS,0.7,0.3,60,,,,,,,,,1.58113883008419,1.58113883008419,1.58113883008419,3.16227766016838,4.74341649025257,9.48683298050514,39.5284707521048,50.5964425626941,134.396800557156,243.997950811067
All,SS,0.7,0.3,90,,,,,,,,,,,,2.58198889747161,,7.74596669241484,9.03696114115064,19.3649167310371,51.6397779494322,100.138792571999
All,SS,0.7,0.3,180,,,,,,,,,,,,,,,,,,
All,SS,0.7,0.4,2,,,,,,,,,,,,4.65474668125631,,,4.65474668125631,18.6189867250253,18.6189867250253,262.240347772802
All,SS,0.7,0.4,5,,,,,,,,,,,,3.80058475033046,3.80058475033046,15.2023390013218,22.8035085019828,26.6040932523132,68.4105255059483,406.514543496385
All,SS,0.7,0.4,10,,,,,,,,,,,2.94392028877595,8.83176086632784,8.83176086632784,44.1588043316392,55.934485486743,108.92505068471,170.747376749005,408.629144552585
All,SS,0.7,0.4,15,,,,,,,,,,2.94392028877595,,5.8878405775519,11.7756811551038,23.5513623102076,52.9905651979671,105.981130395934,200.186579636764,454.299460708463
All,SS,0.7,0.4,20,,,,,,,,,,2.94392028877595,2.94392028877595,5.8878405775519,23.5513623102076,29.4392028877595,44.1588043316392,120.700731839814,267.896746278611,471.125366660628
All,SS,0.7,0.4,25,,,,,,,,,,2.94392028877595,2.94392028877595,8.83176086632784,2.94392028877595,41.2148840428633,94.2054492408303,200.186579636764,365.046115808218,617.751118529497
All,SS,0.7,0.4,30,,,,,,,,,,8.83176086632784,,5.8878405775519,14.7196014438797,29.4392028877595,91.2615289520544,156.027775305125,418.036681006185,634.577024481662
All,SS,0.7,0.4,40,,,,,,,,,,,2.08166599946613,2.08166599946613,33.3066559914581,22.8983259941275,54.1233159861195,141.553287963697,310.168233920454,588.086917234368
All,SS,0.7,0.4,60,,,,,,,,1.47196014438797,,2.94392028877595,4.41588043316392,4.41588043316392,7.35980072193987,29.4392028877595,69.1821267862348,133.948373139306,262.008905701059,472.327217085783
All,SS,0.7,0.4,90,,,,,,,,,,,,2.40370085030933,4.80740170061865,2.40370085030933,19.2296068024746,39.6610640301039,85.3313801859811,141.308173861246
All,SS,0.7,0.4,180,,,,,,,,,,,,,,,,,,
All,SS,0.7,0.5,2,,,,,,,,,,,,,,,12.8452325786651,8.56348838577676,25.6904651573303,202.769710646229
All,SS,0.7,0.5,5,,,,,,,,,,,3.49602949390051,10.4880884817015,6.99205898780101,10.4880884817015,31.4642654451046,52.4404424085076,80.4086783597116,279.740620602041
All,SS,0.7,0.5,10,,,,,,,,2.70801280154532,,,8.12403840463596,5.41602560309064,8.12403840463596,48.7442304278158,62.2842944355424,113.736537664903,254.55320334526,426.739056359062
All,SS,0.7,0.5,15,,,,,,,,,,,,10.8320512061813,10.8320512061813,37.9121792216345,78.5323712448143,135.400640077266,314.129484979257,499.70480174688
All,SS,0.7,0.5,20,,,,,,,,,,8.12403840463596,5.41602560309064,13.5400640077266,32.4961536185439,46.0362176262705,92.0724352525409,165.188780894265,427.866022644161,718.602037910337
All,SS,0.7,0.5,25,,,,,,,,,,5.41602560309064,2.70801280154532,24.3721152139079,24.3721152139079,48.7442304278158,89.3644224509956,208.51698571899,446.822112254978,844.633779943842
All,SS,0.7,0.5,30,,,,,,,,2.70801280154532,,5.41602560309064,5.41602560309064,13.5400640077266,10.8320512061813,40.6201920231798,59.5762816339971,170.604806497355,362.873715407073,734.079620265329
All,SS,0.7,0.5,40,,,,,,,,1.91485421551268,,,1.91485421551268,11.4891252930761,21.0633963706394,47.8713553878169,114.891252930761,210.633963706394,488.287824955733,839.584421008394
All,SS,0.7,0.5,60,,,,,,,,,,1.35400640077266,,10.8320512061813,12.1860576069539,37.9121792216345,105.612499260268,217.995030524398,400.785894628707,771.668034556023
All,SS,0.7,0.5,90,,,,,,,,,,,,2.21108319357027,1.10554159678513,13.2664991614216,26.5329983228432,56.3826214360418,97.2876605170918,187.755554240476
All,SS,0.7,0.5,180,,,,,,,,,,,,,,,,,,
All,SS,0.7,0.7,2,,,,,,,,,,,2.58198889747161,5.16397779494322,15.4919333848297,7.74596669241484,15.4919333848297,54.2217668469039,121.353478181166,293.03772984227
All,SS,0.7,0.7,5,,,,,,,2.10818510677892,,6.32455532033676,2.10818510677892,6.32455532033676,10.5409255338946,16.8654808542314,42.1637021355784,92.7601446982725,250.874027706691,499.639870306604,914.024069704951
All,SS,0.7,0.7,10,,,,,,,,3.26598632371091,1.63299316185545,6.53197264742181,22.8619042659763,32.6598632371091,48.9897948556636,122.474487139159,220.454076850486,471.935023776226,1219.84589190602,2200
All,SS,0.7,0.7,15,,,,,1.63299316185545,,,,4.89897948556636,4.89897948556636,9.79795897113272,29.3938769133981,57.1547606649408,114.309521329882,287.40679648656,622.170394666927,1472.95983199362,2468
All,SS,0.7,0.7,20,,,,,,,,1.63299316185545,1.63299316185545,1.63299316185545,6.53197264742181,21.2289111041209,53.8887743412299,93.0806102257608,243.315981116462,519.291825470034,1180.65405602149,2070.66666666667
All,SS,0.7,0.7,25,,,,,,,,3.26598632371091,,3.26598632371091,4.89897948556636,16.3299316185545,31.0268700752536,71.8516991216399,156.767343538123,365.790468255621,886.715286887511,1705.33333333333
All,SS,0.7,0.7,30,,,,,,,1.63299316185545,,,3.26598632371091,13.0639452948436,19.5959179422654,34.2928563989645,76.7506786072063,189.427206775232,383.753393036031,974.896917627705,1708
All,SS,0.7,0.7,40,,,,,,,1.15470053837925,1.15470053837925,2.3094010767585,4.61880215351701,10.3923048454133,17.3205080756888,40.4145188432738,87.7572409168232,207.846096908265,473.427220735493,1016.13647377374,1946.90067086696
All,SS,0.7,0.7,60,,,,,,0.816496580927726,,1.63299316185545,1.63299316185545,1.63299316185545,10.6144555520604,10.6144555520604,33.4763598180368,79.2001683499894,191.876696518016,390.285365683453,862.220389459679,1668
All,SS,0.7,0.7,90,,,,,,,,,,1.33333333333333,2.66666666666667,4.66666666666667,8,14.6666666666667,50,120.666666666667,248,407.703959409911
All,SS,0.7,0.7,180,,,,,,,,,,,,,,,,,,
All,SS,0.7,0.9,2,,,,,,,,,,1.82574185835055,3.65148371670111,3.65148371670111,5.47722557505166,9.12870929175277,16.431676725155,36.5148371670111,98.5900603509299,160.996894379985
All,SS,0.7,0.9,5,,,,,,,,,2.98142396999972,2.98142396999972,1.49071198499986,13.4164078649987,20.869967789998,49.1934955049954,80.4984471899924,195.283270034982,368.205860294965,792.37196652414
All,SS,0.7,0.9,10,,,,,,,,1.15470053837925,1.15470053837925,3.46410161513776,9.23760430703401,26.5581123827228,45.0333209967908,100.458946838995,211.310198523403,508.068236886871,1160.47404107115,2093.03607231218
All,SS,0.7,0.9,15,,,,,,,1.15470053837925,2.3094010767585,2.3094010767585,5.77350269189626,11.5470053837925,39.2598183048946,62.3538290724796,123.55295760658,257.498220058573,614.300686417762,1333.67912182804,2572.92587447745
All,SS,0.7,0.9,20,,,,,,1.15470053837925,1.15470053837925,1.15470053837925,2.3094010767585,4.61880215351701,11.5470053837925,13.856406460551,51.9615242270663,133.945262451993,269.045225442366,547.328055191765,1260.93298791014,2343.82327737301
All,SS,0.7,0.9,25,,,,,1.15470053837925,,,,1.15470053837925,5.77350269189626,9.23760430703401,16.1658075373095,30.0222139978605,76.2102355330306,159.348674296337,356.802466359189,867.180104322818,1582.0335717747
All,SS,0.7,0.9,30,,,,,,,1.15470053837925,1.15470053837925,1.15470053837925,6.92820323027551,6.92820323027551,21.9393102292058,28.8675134594813,76.2102355330306,127.017059221718,353.338364744051,732.080141332446,1410.44232620677
All,SS,0.7,0.9,40,,,,,,,,0.816496580927726,1.63299316185545,4.08248290463863,4.89897948556636,14.6969384566991,26.1278905896872,55.5217675030854,137.171425595858,278.425334096355,716.067501473616,1242
All,SS,0.7,0.9,60,,,,,,,,,1.15470053837925,3.46410161513776,2.3094010767585,6.35085296108588,10.9696551146029,34.6410161513775,75.0555349946514,146.069618104975,401.83578735598,693.907454604399
All,SS,0.7,0.9,90,,,,,,,,,,0.942809041582063,2.35702260395516,6.59966329107444,8.48528137423857,17.4419672692682,51.8544972870135,81.5529820968485,213.074843397546,382.975678562452
All,SS,0.7,0.9,180,,,,,,,,,,0.272165526975909,,,,,,,,
All,SS,0.7,1.1,2,,,,,,,,,,,,,,,,,,
All,SS,0.7,1.1,5,,,,,,,,,,,,,,,,,,
All,SS,0.7,1.1,10,,,,,,,,,,,,,,,,,,
All,SS,0.7,1.1,15,,,,,,,,,,,,,,,,,,
All,SS,0.7,1.1,20,,,,,,,,,,,,,,,,0.577350269189626,,
All,SS,0.7,1.1,25,,,,,,,,,,,,,,,,,,
All,SS,0.7,1.1,30,,,,,,,,,,,,,,,,,,
All,SS,0.7,1.1,40,,,,,,,,,,,,,,,,,,
All,SS,0.7,1.1,60,,,,,,,,,,,,,,,,,,
All,SS,0.7,1.1,90,,,,,,,,,,,,,,,,,,
All,SS,0.7,1.1,180,,,,,,,,,,,,0.136082763487954,,,,,,
All,SS,0.8,0.1,2,,,,,,,,,,,,,,,,19.4935886896179,9.74679434480896,15.9164485150844
All,SS,0.8,0.1,5,,,,,,,,,,,,,,,,7.95822425754221,15.9164485150844,38.9871773792358
All,SS,0.8,0.1,10,,,,,,,,,,,,,,,,,,10.0664459136943
All,SS,0.8,0.1,15,,,,,,,,,,,,,,,,,6.16441400296897,10.0664459136943
All,SS,0.8,0.1,20,,,,,,,,,,,,,,,,12.3288280059379,6.16441400296897,15.0996688705415
All,SS,0.8,0.1,25,,,,,,,,,,,,,,,12.3288280059379,6.16441400296897,18.4932420089069,10.0664459136943
All,SS,0.8,0.1,30,,,,,,,,,,,,,6.16441400296897,,,12.3288280059379,24.6576560118759,30.199337741083
All,SS,0.8,0.1,40,,,,,,,,,,,,,8.71779788708134,,8.71779788708134,8.71779788708134,43.5889894354067,39.1492869241148
All,SS,0.8,0.1,60,,,,,,,,,,3.08220700148449,,3.08220700148449,,3.08220700148449,6.16441400296897,9.24662100445346,33.9042770163294,47.8156180900481
All,SS,0.8,0.1,90,,,,,,,,,,2.51661147842358,,,,,,10.0664459136943,10.0664459136943,14.3836326735943
All,SS,0.8,0.1,180,,,,,,,,,,,,,,,,,,
All,SS,0.8,0.2,2,,,,,,,,,,,,,,,,9.21954445729288,18.4390889145858,414.024958989994
All,SS,0.8,0.2,5,,,,,,,,,,,,,7.52772652709081,,15.0554530541816,15.0554530541816,22.5831795812724,559.319030409102
All,SS,0.8,0.2,10,,,,,,,,,,,,,5.8309518948453,5.8309518948453,11.6619037896906,23.3238075793812,34.9857113690718,442.768562569657
All,SS,0.8,0.2,15,,,,,,,,,,,,5.8309518948453,,17.4928556845359,17.4928556845359,23.3238075793812,81.6333265278342,261.852375713238
All,SS,0.8,0.2,20,,,,,,,,,,,5.8309518948453,5.8309518948453,,11.6619037896906,17.4928556845359,34.9857113690718,75.8023746329889,114.262854856686
All,SS,0.8,0.2,25,,,,,,,,,,,,5.8309518948453,,,5.8309518948453,23.3238075793812,87.4642784226795,138.067616285162
All,SS,0.8,0.2,30,,,,,,,,,,,,,5.8309518948453,11.6619037896906,5.8309518948453,34.9857113690718,81.6333265278342,147.589520856552
All,SS,0.8,0.2,40,,,,,,,,,,,,,,8.24621125123532,12.369316876853,45.3541618817942,98.9545350148238,151.492574075431
All,SS,0.8,0.2,60,,,,,,,,,,,,,8.74642784226795,8.74642784226795,20.4083316319585,37.9011873164944,58.309518948453,159.49190157079
All,SS,0.8,0.2,90,,,,,,,,,,,,,,,2.38047614284762,,19.0438091427809,54.4222176852228
All,SS,0.8,0.2,180,,,,,,,,,,,,,,,,,,
All,SS,0.8,0.3,2,,,,,,,,,,,,,,8.66025403784438,,25.9807621135332,25.9807621135332,395.979797464466
All,SS,0.8,0.3,5,,,,,,,,,,,,7.07106781186547,,7.07106781186547,21.2132034355964,42.4264068711928,63.6396103067893,554.256258422041
All,SS,0.8,0.3,10,,,,,,,,,,,,10.9544511501033,10.9544511501033,43.8178046004133,32.86335345031,60.2494813255683,147.885090526395,509.823498869952
All,SS,0.8,0.3,15,,,,,,,,,,,5.47722557505166,5.47722557505166,16.431676725155,27.3861278752583,43.8178046004133,65.7267069006199,153.362316101446,335.410196624968
All,SS,0.8,0.3,20,,,,,,,,,,,5.47722557505166,16.431676725155,10.9544511501033,54.7722557505166,32.86335345031,98.5900603509299,175.271218401653,357.770876399966
All,SS,0.8,0.3,25,,,,,,,,,5.47722557505166,,10.9544511501033,5.47722557505166,10.9544511501033,16.431676725155,38.3405790253616,109.544511501033,202.657346276911,433.797187634959
All,SS,0.8,0.3,30,,,,,,,,,,,,10.9544511501033,10.9544511501033,32.86335345031,21.9089023002066,76.6811580507232,147.885090526395,313.04951684997
All,SS,0.8,0.3,40,,,,,,,,,,3.87298334620742,3.87298334620742,,7.74596669241483,7.74596669241483,34.8568501158667,108.443533693808,162.665300540711,335.201431977848
All,SS,0.8,0.3,60,,,,,,,,2.73861278752583,,2.73861278752583,5.47722557505166,5.47722557505166,5.47722557505166,13.6930639376292,16.431676725155,65.7267069006199,120.498962651137,270.564225277474
All,SS,0.8,0.3,90,,,,,,,,,,2.23606797749979,2.23606797749979,,2.23606797749979,,13.4164078649987,22.3606797749979,40.2492235949962,74.8554161923727
All,SS,0.8,0.3,180,,,,,,,,,,,,,,,,,,
All,SS,0.8,0.4,2,,,,,,,,,,,,,,,8.06225774829854,16.1245154965971,24.1867732448956,263.312235441753
All,SS,0.8,0.4,5,,,,,,,,,,,,,6.58280588604383,13.1656117720877,13.1656117720877,39.496835316263,105.324894176701,446.111595405853
